GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
1902,16.0,My core strength is still very good because I go to the gym three times a week.,"Meine Rumpfkraft ist immer noch sehr gut, weil ich dreimal pro Woche ins Fitnessstudio gehe",,
1903,10.0,I implemented some changes in our offices that will benefit all my employees.,"Ich habe in unseren Büros einige Änderungen vorgenommen, von denen alle meine Mitarbeiter profitieren werden",,
1905,1.0,"I felt so many emotions, I could not breathe.","Ich habe so viele Emotionen gespürt, ich konnte nicht atmen",,
1907,10.0,I worked in a laboratory.,Ich habe in einem Labor gearbeitet,,
1908,8.0,I fired everyone who made me angry.,"Ich habe jeden gefeuert, der mich wütend gemacht hat",,
1909,16.0,I assembled the furniture alone.,Ich habe die Möbel alleine zusammengebaut,,
1910,5.0,"When someone calls me to go out, I'm always happy to say yes.","Wenn mich jemand anruft, um mit mir auszugehen, sage ich immer gerne ja",,
1911,11.0,I like to analyse problems from various perspectives.,Ich analysiere Probleme gerne aus verschiedenen Perspektiven,,
1913,6.0,"I tried to lift the piano, but I couldn't.","Ich habe versucht, das Klavier hochzuheben, aber ich konnte nicht",,
1914,12.0,I was late so I invited them for a nice lunch.,"Ich war spät dran, also habe ich sie zu einem schönen Mittagessen eingeladen",,
1915,4.0,I offered my help with doing the dishes.,Ich habe meine Hilfe beim Abwasch angeboten,,
1917,1.0,I am sure there is a higher power controlling my life.,"Ich bin sicher, dass es eine höhere Macht gibt, die mein Leben kontrolliert",,
1919,3.0,"Although I don't like this dish, I made it for my family.","Obwohl ich dieses Gericht nicht mag, habe ich es für meine Familie zubereitet",,
1920,10.0,"After walking into the meeting room, I shook everyone's hand.","Nachdem ich den Besprechungsraum betreten hatte, schüttelte ich jedem die Hand",,
1921,10.0,I managed my team with ease and got the job done.,Ich habe mein Team mit Leichtigkeit geführt und die Arbeit erledigt,,
1922,1.0,"There is so much going on inside my mind, I can barely focus.","In meinem Kopf geht so viel vor, ich kann mich kaum konzentrieren",,
1923,13.0,I'm good at navigating.,Ich kann gut navigieren,,
1924,3.0,"People around me know that if they need something, I'm happy to help.","Die Leute um mich herum wissen, dass ich ihnen gerne helfe, wenn sie etwas brauchen",,
1925,4.0,I turned on the washing machine.,Ich habe die Waschmaschine eingeschaltet,,
1926,13.0,I stood up in front of them and told them we could do it.,"Ich stand vor ihnen auf und sagte ihnen, dass wir es schaffen könnten",,
1928,3.0,If only I could call and check how they are doing.,"Wenn ich nur anrufen und nachfragen könnte, wie es ihnen geht",,
1929,4.0,I could not resist cleaning those dirty windows.,"Ich konnte nicht widerstehen, diese schmutzigen Fenster zu putzen",,
1930,3.0,I checked if the children did their homework.,"Ich habe überprüft, ob die Kinder ihre Hausaufgaben gemacht haben",,
1931,10.0,I have never let any of my clients down.,Ich habe noch nie einen meiner Kunden im Stich gelassen,,
1933,12.0,I told them to let me buy them the things they needed.,"Ich habe ihnen gesagt, sie sollen mir erlauben, ihnen die Dinge zu kaufen, die sie brauchen",,
1934,4.0,I made sure the dough was the perfect temperature.,"Ich habe dafür gesorgt, dass der Teig die perfekte Temperatur hatte",,
1935,15.0,I like curved bodies.,Ich mag kurvige Körper,,
1936,13.0,I've made such a name for myself that they won't do anything without my permission.,"Ich habe mir einen solchen Namen gemacht, dass sie nichts ohne meine Erlaubnis tun würden",,
1937,2.0,I avoided conflicts at all costs.,Ich habe Konflikte um jeden Preis vermieden,,
1938,11.0,"I organized my to-do list based on priority, tackling the most important tasks first.",Ich habe meine To-Do-Liste nach Priorität geordnet und die wichtigsten Aufgaben zuerst in Angriff genommen,,
1939,5.0,I wanted to go to the cinema instead of watching the movie at home.,"Ich wollte ins Kino gehen, anstatt den Film zu Hause anzuschauen",,
1941,2.0,I am very good at pretending that I am fine.,"Ich kann sehr gut so tun, als ob es mir gut ginge",,
1942,9.0,I didn't even consider the possibility that I would fail.,"Ich habe nicht einmal daran gedacht, dass ich scheitern könnte",,
1943,4.0,I should wash the car.,Ich sollte das Auto waschen,,
1944,14.0,I threw myself a birthday party to get lots of presents.,"Ich habe eine Geburtstagsparty für mich selbst veranstaltet, um viele Geschenke zu bekommen",,
1945,8.0,"Even if I was afraid of something, I would never admit it.","Selbst wenn ich vor etwas Angst hätte, würde ich es niemals zugeben",,
1947,11.0,I never lost my temper.,Ich habe nie die Beherrschung verloren,,
1948,11.0,"In order not to burn out, I try to create a work-life balance.","Um nicht auszubrennen, versuche ich, eine Work-Life-Balance zu schaffen",,
1949,2.0,I tried to be kind at all costs not to displease anyone.,"Ich habe um jeden Preis versucht, freundlich zu sein, um niemanden zu verärgern",,
1950,3.0,I went volunteering in Africa.,Ich habe in Afrika Freiwilligenarbeit geleistet,,
1951,14.0,I like to play computer games.,Ich spiele gerne Computerspiele,,
1953,11.0,I knew how to fix a broken car.,"Ich wusste, wie man ein kaputtes Auto repariert",,
1954,13.0,I feel the happiest when I'm in charge of everything.,"Ich bin am glücklichsten, wenn ich für alles die Kontrolle habe",,
1956,8.0,I wouldn't let anyone dictate what I should do.,"Ich lasse mir von niemandem vorschreiben, was ich zu tun habe",,
1958,3.0,I like helping people.,Ich helfe gerne Menschen,,
1959,7.0,I could easily seduce you with just my looks.,Ich könnte Sie allein mit meinem Aussehen leicht verführen,,
1960,2.0,I have decided that I will praise at least one person every day.,"Ich habe beschlossen, dass ich jeden Tag mindestens eine Person loben werde",,
1961,13.0,I like giving orders.,Ich gebe gern Befehle,,
1962,7.0,I hated my body.,Ich hasste meinen Körper,,
1964,1.0,"I shouldn't have taken that personally, but I was really offended.","Ich hätte das nicht persönlich nehmen sollen, aber ich war wirklich beleidigt",,
1967,12.0,"While I realise that both partners can be the breadwinners in a family, I am glad that in ours, that role is mine.","Mir ist zwar bewusst, dass in einer Familie beide Partner für den Lebensunterhalt sorgen können, aber ich bin froh, dass in unserer Familie diese Rolle bei mir liegt",,
1968,5.0,"When I heard about the event, I decided to go.","Als ich von der Veranstaltung hörte, beschloss ich, hinzugehen",,
1969,8.0,They do not dare to question the decisions that I have made.,"Sie wagen es nicht, die Entscheidungen, die ich getroffen habe, in Frage zu stellen",,
1970,16.0,I can take this - I have always managed.,"Das kann ich ertragen, das habe ich immer geschafft",,
1971,13.0,Just because I demand discipline from my employees doesn't mean I don't like them.,"Nur weil ich von meinen Mitarbeitern Disziplin verlange, heißt das nicht, dass ich sie nicht mag",,
1972,3.0,I think I was born to help others.,"Ich glaube, ich wurde geboren, um anderen zu helfen",,
1973,3.0,Their suffering touched me - I wanted to comfort them.,Ihr Leid hat mich berührt – ich wollte sie trösten,,
1974,16.0,I built the house alone.,Ich habe das Haus alleine gebaut,,
1975,6.0,I was not able to complete the exercise because I am too exhausted.,"Ich konnte die Übung nicht beenden, weil ich zu erschöpft war",,
1976,11.0,I calculated our spending to budget properly.,"Ich habe unsere Ausgaben berechnet, um ein ordentliches Budget aufzustellen",,
1978,8.0,I started screaming because I got angry.,"Ich fing an zu schreien, weil ich wütend wurde",,
1980,1.0,I got very upset.,Ich war sehr aufgebracht,,
1981,16.0,I will gladly take your bag.,Ich nehme Ihre Tasche gerne,,
1983,5.0,I made a group chat for all the new classmates.,Ich habe einen Gruppenchat für alle neuen Klassenkameraden erstellt,,
1984,15.0,I caught myself daydreaming about having sex.,"Ich habe mich dabei ertappt, wie ich davon geträumt habe, Sex zu haben",,
1985,16.0,I reached a new personal record.,Ich habe einen neuen persönlichen Rekord erreicht,,
1987,10.0,I would never let privacy interfere with my work life.,"Ich würde niemals zulassen, dass die Privatsphäre mein Arbeitsleben beeinträchtigt",,
1988,11.0,I calmly addressed a conflict with a colleague.,Ich habe einen Konflikt mit einem Kollegen ruhig angesprochen,,
1989,13.0,I coached the youth football team.,Ich habe die Jugendfußballmannschaft trainiert,,
1990,16.0,I helped you change the tyres on your car because I'm stronger.,"Ich habe Ihnen beim Reifenwechsel an Ihrem Auto geholfen, weil ich stärker bin",,
1991,3.0,I have always enjoyed teaching others.,"Es hat mir immer Freude gemacht, andere zu unterrichten",,
1992,7.0,"I felt a boost of confidence as I caught myself in the mirror, recognizing that I was undeniably good-looking.","Mein Selbstvertrauen stieg enorm, als ich mich im Spiegel betrachtete und erkannte, dass ich unbestreitbar gut aussah",,
1994,14.0,I had difficulty taking responsibility for my actions.,"Es fiel mir schwer, die Verantwortung für meine Taten zu übernehmen",,
1995,5.0,"As a human resources manager, I effectively recruited top talent, facilitated employee training and development programs.",,Als Personalmanager habe ich erfolgreich Top-Talente rekrutiert und Schulungs- und Entwicklungsprogramme für Mitarbeiter durchgeführt,Als Personalmanagerin habe ich erfolgreich Top-Talente rekrutiert und Schulungs- und Entwicklungsprogramme für Mitarbeiter durchgeführt
1996,11.0,I never made my decision based on emotions.,Ich habe meine Entscheidung nie aufgrund von Emotionen getroffen,,
1999,3.0,The shelter held a Christmas auction where I bought a beautiful paw bracelet.,"Das Tierheim hat eine Weihnachtsauktion abgehalten, bei der ich ein wunderschönes Pfotenarmband gekauft habe",,
2000,3.0,"I volunteered at a local shelter, actively engaging with individuals experiencing homelessness, and showing empathy by providing care and support.","Ich habe ehrenamtlich in einem örtlichen Obdachlosenheim gearbeitet, mich aktiv um obdachlose Menschen gekümmert und ihnen durch die Bereitstellung von Pflege und Unterstützung mein Mitgefühl gezeigt",,
2001,10.0,I'm successful.,Ich bin erfolgreich,,
2002,13.0,I learned a foreign language to have better foreign contacts.,"Ich habe eine Fremdsprache gelernt, um bessere Kontakte im Ausland zu haben",,
2003,4.0,I polished the cutlery until it was spotless.,"Ich habe das Besteck poliert, bis es blitzblank war",,
2004,11.0,I first consulted a professional before making the final choice.,"Ich habe mich zunächst von einem Fachmann beraten lassen, bevor ich die endgültige Entscheidung getroffen habe",,
2005,1.0,I still think about how I was told I was ugly in elementary school.,"Ich denke immer noch daran, wie mir in der Grundschule gesagt wurde, ich sei hässlich",,
2006,12.0,I was sick but I still worked from home so we don't lose any money.,"Ich war krank, habe aber trotzdem von zu Hause aus gearbeitet, sodass wir kein Geld verlieren",,
2007,14.0,"If it were up to me, I'd have pizza for lunch every day.","Wenn es nach mir ginge, würde ich jeden Tag Pizza zum Mittagessen essen",,
2008,3.0,"It broke my heart to see them like that, so I offered help.","Es brach mir das Herz, sie so zu sehen, also bot ich ihnen meine Hilfe an",,
2009,8.0,"With a steady hand and unwavering focus, I approached the edge of the cliff.",Mit ruhiger Hand und unerschütterlicher Konzentration näherte ich mich dem Rand der Klippe,,
2010,2.0,I didn't want to tell them what was wrong because I didn't want to cause any trouble.,"Ich wollte ihnen nicht sagen, was los war, weil ich keinen Ärger machen wollte",,
2011,13.0,I encouraged teamwork and collaboration during group projects.,Ich habe Teamarbeit und Zusammenarbeit bei Gruppenprojekten gefördert,,
2012,10.0,I maintained a professional tone.,Ich habe einen professionellen Ton beibehalten,,
2013,9.0,"When danger came, I took the lead.","Als Gefahr drohte, habe ich die Führung übernommen",,
2014,15.0,I had to get checked for STDs.,Ich musste mich auf Geschlechtskrankheiten untersuchen lassen,,
2015,16.0,I won the marathon last year.,Ich habe letztes Jahr den Marathon gewonnen,,
2016,3.0,I helped out at an animal shelter.,Ich habe in einem Tierheim ausgeholfen,,
2018,14.0,"I'm always happy, I think worrying is just a waste of time.","Ich bin immer glücklich. Ich denke, Sorgen sind reine Zeitverschwendung",,
2019,14.0,I was never worried about the future.,Ich habe mir nie Sorgen um die Zukunft gemacht,,
2020,15.0,I created a dating account.,Ich habe ein Dating-Konto erstellt,,
2022,7.0,"My good looks opened doors in the entertainment industry, I was very confident.","Mein gutes Aussehen öffnete mir Türen in der Unterhaltungsbranche, ich war sehr selbstbewusst",,
2023,12.0,"I didn't have any hobbies, I was working all the time, so I could make more money for my family.","Ich hatte keine Hobbys, ich habe die ganze Zeit gearbeitet, damit ich mehr Geld für meine Familie verdienen konnte",,
2024,10.0,I organised an international conference.,Ich habe eine internationale Konferenz organisiert,,
2025,12.0,I should work harder so my children have an easier life.,"Ich sollte härter arbeiten, damit meine Kinder ein leichteres Leben haben",,
2027,13.0,I like to inspire my subordinates on a daily basis.,Ich möchte meine Untergebenen täglich inspirieren,,
2028,15.0,I like to go to nude beaches.,Ich gehe gerne an FKK-Strände,,
2029,1.0,"I gave up the calculus class, it was just too hard for me.","Ich habe den Mathematikunterricht abgebrochen, er war mir einfach zu schwer",,
2030,3.0,I like to take care of my friends children when they are busy.,"Ich kümmere mich gerne um die Kinder meiner Freunde, wenn sie beschäftigt sind",,
2031,5.0,"I could never go hiking alone, I always need company.","Ich könnte nie alleine wandern gehen, ich brauche immer Gesellschaft",,
2032,1.0,I decided in a spur of the moment.,Ich habe mich spontan dazu entschieden,,
2033,9.0,I have created the life I have always wanted.,"Ich habe mir das Leben geschaffen, das ich mir immer gewünscht habe",,
2034,5.0,"I wanted to go to that party, but nobody wanted to come with me.","Ich wollte zu dieser Party gehen, aber niemand wollte mitkommen",,
2035,2.0,I love creating the warmth of home.,"Ich liebe es, die Wärme eines Zuhauses zu schaffen",,
2036,5.0,I told him my emotions are deep and meaningful.,"Ich habe ihm gesagt, dass meine Gefühle tief und bedeutsam sind",,
2038,1.0,I panicked when I could not start the engine.,"Ich geriet in Panik, als ich den Motor nicht starten konnte",,
2039,10.0,"I knew how to do a good job, because I'm skilled.","Ich weiß, wie man gute Arbeit leistet, denn ich bin qualifiziert",,
2040,12.0,I made their dreams come true.,Ich habe ihre Träume wahr werden lassen,,
2041,4.0,"I didn't want the help from my partner because he has a hard work, so I always assumed that cleaning the house is my job.","Ich wollte die Hilfe meines Partners nicht, weil er hart arbeitet. Daher ging ich immer davon aus, dass das Putzen des Hauses meine Aufgabe ist",,
2042,16.0,I worked in construction and it helped me gain physical strength.,"Ich habe auf dem Bau gearbeitet und das hat mir geholfen, körperliche Stärke zu gewinnen",,
2044,4.0,Before the holidays I washed all the windows in the house.,Vor den Feiertagen habe ich alle Fenster im Haus geputzt,,
2045,13.0,I felt a deep sense of pride reflecting on my accomplishments as a leader.,"Wenn ich über meine Leistungen als Führungskraft nachdenke, verspüre ich ein tiefes Gefühl des Stolzes",,
2047,8.0,I enjoy doing dangerous and extreme sports.,Ich mache gerne gefährliche und extreme Sportarten,,
2048,4.0,To this day I clean the house every Saturday.,Bis heute putze ich das Haus jeden Samstag,,
2050,13.0,I promised them everything would be okay.,"Ich habe ihnen versprochen, dass alles gut wird",,
2051,14.0,I didn't want to grow up and stop being funny.,"Ich wollte nicht, dass ich aufhöre, lustig zu sein, wenn ich erwachsen werde",,
2053,4.0,I took out the trash.,Ich habe den Müll rausgebracht,,
2054,1.0,"Yes, I knew our future wouldn't be bright, but I fell in love.","Ja, ich wusste, dass unsere Zukunft nicht rosig sein würde, aber ich habe mich verliebt",,
2055,13.0,"In my life, I have followed the motto that it is important to work more efficiently, not harder.","In meinem Leben bin ich dem Motto gefolgt, dass es wichtig ist, effizienter und nicht härter zu arbeiten",,
2056,9.0,I have always trusted my skills.,Ich habe immer auf meine Fähigkeiten vertraut,,
2058,13.0,"I led by example, demonstrating a strong work ethic.",Ich bin mit gutem Beispiel vorangegangen und habe eine starke Arbeitsmoral bewiesen,,
2060,3.0,I prepared a little surprise for all the guests.,Ich habe für alle Gäste eine kleine Überraschung vorbereitet,,
2061,8.0,I couldn't live without sports.,Ich könnte ohne Sport nicht leben,,
2062,11.0,I refused to talk to people who believe in conspiracies.,"Ich habe mich geweigert, mit Leuten zu sprechen, die an Verschwörungen glauben",,
2063,15.0,I always enjoyed reading the erotica sections in the magazine.,"Ich habe es immer genossen, die Erotikteile in der Zeitschrift zu lesen",,
2064,16.0,I realised that my physical strength is a reflection of my mental toughness and resilience.,"Mir wurde klar, dass meine körperliche Stärke ein Spiegelbild meiner mentalen Stärke und Belastbarkeit ist",,
2065,16.0,I flexed my bicep every time I had an opportunity.,"Ich habe meinen Bizeps angespannt, wann immer ich die Gelegenheit dazu hatte",,
2066,13.0,I like it when people work in teams because they are so much more effective.,"Ich mag es, wenn Menschen im Team arbeiten, weil sie dann viel effektiver sind",,
2067,8.0,I liked doing difficult jobs.,Ich habe gerne schwierige Aufgaben erledigt,,
2068,11.0,I'm rational.,Ich bin rational,,
2069,8.0,I hated cowards.,Ich hasse Feiglinge,,
2070,12.0,I got my partner a new car.,Ich habe meinem Partner ein neues Auto gekauft,,
2071,2.0,I was very submissive.,Ich war sehr unterwürfig,,
2072,6.0,"I dug up the tree, but it took me three months.","Ich habe den Baum ausgegraben, aber es hat drei Monate gedauert",,
2073,15.0,"I didn't see you as my future partner, I thought we were just having casual sex.","Ich habe Sie nicht als meinen zukünftigen Partner gesehen, ich dachte, wir hätten nur Gelegenheitssex",,
2074,15.0,I hoped the people at the party would be more open-minded about sex.,"Ich hatte gehofft, die Leute auf der Party wären in Bezug auf Sex aufgeschlossener",,
2075,7.0,I always looked good in sunglasses.,Mit Sonnenbrille sah ich immer gut aus,,
2076,16.0,I got a scholarship for my sports achievements.,Ich habe aufgrund meiner sportlichen Leistungen ein Stipendium bekommen,,
2077,8.0,"I parked where I shouldn't have, but I didn't care.","Ich habe dort geparkt, wo ich nicht hätte parken sollen, aber das war mir egal",,
2078,3.0,I should be preparing the lunch.,Ich sollte das Mittagessen vorbereiten,,
2079,5.0,"I organized a picnic in the park, inviting friends and family to enjoy good food, outdoor activities, and quality time together.","Ich habe ein Picknick im Park organisiert und Freunde und Familie eingeladen, um gutes Essen, Aktivitäten im Freien und schöne gemeinsame Zeit zu genießen",,
2080,7.0,I needed two hours to get ready for the day.,"Ich brauchte zwei Stunden, um mich für den Tag fertig zu machen",,
2081,6.0,I had to ask for help with moving the table.,Ich musste um Hilfe beim Verschieben des Tisches bitten,,
2084,6.0,"I insisted I'm strong, but the opposite proved to be true.","Ich habe darauf bestanden, dass ich stark bin, aber das Gegenteil hat sich als wahr erwiesen",,
2085,15.0,I noticed the tight clothing on them.,Mir ist die enge Kleidung an ihnen aufgefallen,,
2086,6.0,I don't like to argue with others because I can't hold back my tears.,"Ich streite nicht gern mit anderen, weil ich meine Tränen nicht zurückhalten kann",,
2087,1.0,I always feel that I shouldn't be talking too much because I don't know anything.,"Ich habe immer das Gefühl, ich sollte nicht zu viel reden, weil ich nichts weiß",,
2088,8.0,I feel extremely alive in dangerous situations.,In gefährlichen Situationen fühle ich mich extrem lebendig,,
2089,11.0,I first verified all the facts.,Ich habe zuerst alle Fakten überprüft,,
2090,16.0,I was never afraid of you.,Ich hatte nie Angst vor Ihnen,,
2091,16.0,"I never broke down, not even when my beloved father died.","Ich bin nie zusammengebrochen, nicht einmal, als mein geliebter Vater starb",,
2092,1.0,I made a lot of unplanned purchases without considering the long-term financial impact.,"Ich habe viele ungeplante Einkäufe getätigt, ohne die langfristigen finanziellen Auswirkungen zu bedenken",,
2093,2.0,Why did I even agree to this?,Warum habe ich dem überhaupt zugestimmt,,
2094,16.0,"I never had a problem in fights, I always won.","Ich hatte nie ein Problem mit Kämpfen, ich habe immer gewonnen",,
2096,11.0,I like to take my time to make an informed choice.,"Ich nehme mir gerne Zeit, um eine fundierte Entscheidung zu treffen",,
2097,10.0,I'm a team player.,Ich bin ein Teamplayer,,
2098,6.0,I could never withstand this much pressure.,Diesem Druck könnte ich niemals standhalten,,
2099,10.0,I have not read a single negative review of my work.,Ich habe keine einzige negative Kritik zu meiner Arbeit gelesen,,
2100,11.0,I calmly resolved a disagreement with a friend.,Ich habe eine Meinungsverschiedenheit mit einem Freund ruhig beigelegt,,
2101,15.0,I couldn't stop touching myself.,"Ich konnte nicht aufhören, mich selbst zu berühren",,
2102,8.0,I could always endure a little pain.,Ein bisschen Schmerz könnte ich immer ertragen,,
2104,10.0,I met a lot of brilliant people at the conference.,Ich habe auf der Konferenz viele brillante Leute kennengelernt,,
2105,2.0,I feared disappointing anyone so I remained silent.,"Ich hatte Angst, jemanden zu enttäuschen, deshalb habe ich geschwiegen",,
2106,5.0,I chose to go with them instead of staying at home.,"Ich habe mich entschieden, mit ihnen zu gehen, anstatt zu Hause zu bleiben",,
2108,4.0,I regularly scrubbed and disinfected the bathroom.,Ich habe das Badezimmer regelmäßig geschrubbt und desinfiziert,,
2110,10.0,I recommended they not dive because it was dangerous without proper equipment.,"Ich habe ihnen vom Tauchen abgeraten, weil es ohne die richtige Ausrüstung gefährlich ist",,
2111,7.0,"I felt confident and radiant as I walked down the runway, showcasing my beauty to the audience.","Ich fühlte mich selbstbewusst und strahlend, als ich über den Laufsteg ging und dem Publikum meine Schönheit präsentierte",,
2112,13.0,I led group activities often.,Ich habe oft Gruppenaktivitäten geleitet,,
2113,16.0,I quite enjoyed physical work.,Mir hat körperliche Arbeit viel Spaß gemacht,,
2114,5.0,I could not wait until the high school reunion.,Ich konnte das Klassentreffen kaum erwarten,,
2115,14.0,I could not control my impulses and just did what I felt like doing at the time.,"Ich konnte meine Impulse nicht kontrollieren und habe einfach das getan, wozu ich gerade Lust hatte",,
2117,1.0,I craved attention.,Ich sehnte mich nach Aufmerksamkeit,,
2118,15.0,I have never been afraid to communicate my desires.,"Ich hatte nie Angst, meine Wünsche mitzuteilen",,
2119,9.0,I never doubted my abilities.,Ich habe nie an meinen Fähigkeiten gezweifelt,,
2120,5.0,I met a great bunch of people on the trip and we are still friends to this day.,Ich habe auf der Reise viele tolle Leute kennengelernt und wir sind bis heute Freunde,,
2121,7.0,It was always good to hear that I looked good.,"Es war immer schön zu hören, dass ich gut aussehe",,
2122,6.0,"I struggled to carry the grocery bags up the stairs, my arms felt weak.","Ich hatte Mühe, die Einkaufstüten die Treppe hinaufzutragen, meine Arme fühlten sich schwach an",,
2125,5.0,"I organized a picnic in the park, inviting friends and family to gather for food and games.",Ich habe ein Picknick im Park organisiert und Freunde und Familie zum Essen und Spielen eingeladen,,
2126,5.0,"New neighbours moved in, so I made them a welcome party.","Es sind neue Nachbarn eingezogen, also habe ich eine Willkommensparty für sie veranstaltet",,
2127,6.0,They told me I was fragile.,"Sie sagten mir, ich sei zerbrechlich",,
2128,13.0,I never thought I would become a director at such a young age.,,"Ich hätte nie gedacht, dass ich in so jungen Jahren Regisseur werden würde","Ich hätte nie gedacht, dass ich in so jungen Jahren Regisseurin werden würde"
2129,11.0,I am certain that the truth is simple.,"Ich bin sicher, dass die Wahrheit einfach ist",,
2130,6.0,I felt very vulnerable.,Ich fühlte mich sehr verletzlich,,
2131,8.0,I stood face to face with a tiger.,Ich stand Auge in Auge mit einem Tiger,,
2132,10.0,I'm successful because my company is doing great.,"Ich bin erfolgreich, weil es meinem Unternehmen gut geht",,
2134,16.0,I offered them help with the furniture.,Ich habe ihnen Hilfe mit den Möbeln angeboten,,
2135,7.0,"When browsing through old photographs, I noticed how consistently good-looking I appeared in various moments and settings.","Als ich alte Fotos durchsah, fiel mir auf, wie durchweg gutaussehend ich in verschiedenen Momenten und Situationen aussah",,
2137,1.0,She keeps asking me why I cried that day.,"Sie fragt mich immer wieder, warum ich an diesem Tag geweint habe",,
2138,12.0,I'm important to my family because I like to fulfill their needs.,"Ich bin meiner Familie wichtig, weil ich ihre Bedürfnisse gerne erfülle",,
2139,12.0,"I didn't mind staying late at work, I knew I was doing it to keep my family fed.","Es machte mir nichts aus, länger bei der Arbeit zu bleiben. Ich wusste, dass ich es tat, um meine Familie zu ernähren",,
2140,4.0,I would never let a dog lick my face.,"Ich würde nie zulassen, dass ein Hund mein Gesicht leckt",,
2141,15.0,I was looking for the Kama Sutra in the bookshop.,Ich habe im Buchladen nach dem Kamasutra gesucht,,
2142,11.0,I worked as a data analyst.,,Ich habe als Datenanalyst gearbeitet,Ich habe als Datenanalystin gearbeitet
2143,9.0,"When they find out what I'm like, they'll want to hire me right away.","Wenn sie herausfinden, wie ich bin, werden sie mich sofort einstellen wollen",,
2144,3.0,They knew I would listen to their problems and try to help.,"Sie wussten, dass ich mir ihre Probleme anhören und versuchen würde, ihnen zu helfen",,
2145,9.0,I am an extraordinary person and I would like everyone to recognize it.,"Ich bin eine außergewöhnliche Person und ich möchte, dass jeder das erkennt",,
2146,7.0,"I didn't spend a lot of time preparing, because I have a pretty face.","Ich habe nicht viel Zeit mit der Vorbereitung verbracht, weil ich ein hübsches Gesicht habe",,
2147,1.0,"I cried, because I didn't get what I had wanted.","Ich habe geweint, weil ich nicht bekommen habe, was ich wollte",,
2149,12.0,Should I have given my kids more money?,Hätte ich meinen Kindern mehr Geld geben sollen,,
2150,1.0,"I ignored the facts, and focused on my feelings.",Ich habe die Fakten ignoriert und mich auf meine Gefühle konzentriert,,
2151,12.0,I paid for my brother's driving license.,Ich habe den Führerschein meines Bruders bezahlt,,
2152,2.0,"I was unable to do anything, so I just kept smiling like nothing happened.","Ich konnte nichts tun, also lächelte ich einfach weiter, als wäre nichts passiert",,
2153,10.0,"I used to underestimate myself a lot, but that's in the past.","Früher habe ich mich oft unterschätzt, aber das ist Vergangenheit",,
2154,11.0,"With no witnesses and no evidence, I refused to be a part of the jury.","Da es weder Zeugen noch Beweise gab, habe ich mich geweigert, der Jury anzugehören",,
2155,11.0,I left when they started talking about religions and God.,"Ich bin gegangen, als sie anfingen, über Religionen und Gott zu reden",,
2157,16.0,I taught a self-defence class.,Ich habe einen Selbstverteidigungskurs gegeben,,
2159,6.0,"When I have to go to a work meeting, I immediately get all sweaty from stress.","Wenn ich zu einem Arbeitstreffen muss, bin ich vor Stress sofort ganz verschwitzt",,
2160,2.0,"If I hadn't been kind, I wouldn't have found a husband.","Wenn ich nicht nett gewesen wäre, hätte ich keinen Ehemann gefunden",,
2161,12.0,I regularly reviewed and adjusted our family's financial goals.,Ich habe die finanziellen Ziele unserer Familie regelmäßig überprüft und angepasst,,
2162,8.0,Yesterday I bought a snake.,Gestern habe ich eine Schlange gekauft,,
2163,7.0,I am beautiful.,Ich bin schön,,
2165,12.0,I took care of the finances.,Ich habe mich um die Finanzen gekümmert,,
2166,10.0,"As a sales representative, I built strong relationships with clients, understood their needs, and effectively communicated the benefits of our products to drive sales.",,"Als Vertriebsmitarbeiter habe ich enge Beziehungen zu Kunden aufgebaut, ihre Bedürfnisse verstanden und die Vorteile unserer Produkte effektiv kommuniziert, um den Umsatz zu steigern","Als Vertriebsmitarbeiterin habe ich enge Beziehungen zu Kunden aufgebaut, ihre Bedürfnisse verstanden und die Vorteile unserer Produkte effektiv kommuniziert, um den Umsatz zu steigern"
2167,12.0,Hard work paid off and I bought a new car.,Die harte Arbeit hat sich gelohnt und ich habe ein neues Auto gekauft,,
2168,6.0,"In a previous relationship, I was constantly told how stupid I was.","In einer früheren Beziehung wurde mir ständig gesagt, wie dumm ich sei",,
2170,3.0,"I joined an environmental conservation group, collaborating with like-minded individuals to raise awareness and take action on environmental issues.","Ich bin einer Umweltschutzgruppe beigetreten und arbeite mit Gleichgesinnten zusammen, um das Bewusstsein für Umweltprobleme zu schärfen und Maßnahmen zu ergreifen",,
2171,4.0,I did the laundry.,Ich habe die Wäsche gemacht,,
2172,9.0,I was well aware that I was very capable.,"Mir war durchaus bewusst, dass ich sehr fähig bin",,
2173,9.0,"With a steady hand and unyielding focus, I showed what I had to offer.","Mit ruhiger Hand und unermüdlicher Konzentration habe ich gezeigt, was ich zu bieten habe",,
2174,7.0,"I didn't eat the cake, because I was watching my figure.","Ich habe den Kuchen nicht gegessen, weil ich auf meine Figur geachtet habe",,
2175,15.0,I would like to explore every inch of that beautiful body.,Ich würde gerne jeden Zentimeter dieses wunderschönen Körpers erkunden,,
2177,9.0,I could easily get everyone's attention if I wanted to.,"Wenn ich wollte, könnte ich problemlos jedermanns Aufmerksamkeit erregen",,
2178,13.0,I made sure my team finished in the top 3.,"Ich habe dafür gesorgt, dass mein Team unter den ersten drei landete",,
